ISO Code;Country name;Year;Number of deaths from drought;Number of deaths from earthquakes;Number of deaths from volcanic activity;Number of deaths from floods;Number of deaths from storms;Number of deaths from landslides;Number of deaths from wildfires;Number of deaths from extreme temperatures
MWI;Malawi;2020;0;0;0;0,33333334;28;0;0;0
MYS;Malaysia;1950;0;0;0;0;0;0;0;0
MYS;Malaysia;1960;0;0;0;5,6;2,1;0;0;0
MYS;Malaysia;1970;0;0;0;6,1;0;0;0;0
MYS;Malaysia;1980;0;0;0;5,1;0;0;0;0
MYS;Malaysia;1990;0;0;0;3,1;27,2;7;0;0
MYS;Malaysia;2000;0;8;0;11,2;0,3;1;0;0
MYS;Malaysia;2010;0;2,4;0;3,7;0;1,6;0;0
MYS;Malaysia;2020;0;0;0;29,333334;0;0;0;0
MDV;Maldives;1950;0;0;0;0;0;0;0;0
MDV;Maldives;1960;0;0;0;0;0;0;0;0
MDV;Maldives;1970;0;0;0;0;0;0;0;0
MDV;Maldives;1980;0;0;0;0;0;0;0;0
MDV;Maldives;1990;0;0;0;0;0;0;0;0
MDV;Maldives;2000;0;10,2;0;0;0;0;0;0
MDV;Maldives;2010;0;0;0;0;0;0;0;0
MDV;Maldives;2020;0;0;0;0;0;0;0;0
MLI;Mali;1950;0;0;0;0;0;0;0;0
MLI;Mali;1960;0;0;0;0;0;0;0;0
MLI;Mali;1970;0;0;0;0;0;0;0;0
MLI;Mali;1980;0;0;0;1,8;0;0;0;0
MLI;Mali;1990;0;0;0;0,5;0;0;0;0
MLI;Mali;2000;0;0;0;6,3;0;0;0;0
MLI;Mali;2010;0;0;0;7,1;0;0;0;0
MLI;Mali;2020;0;0;0;3,3333333;0;0;0;0
MHL;Marshall Islands;1950;0;0;0;0;0;0;0;0
MHL;Marshall Islands;1960;0;0;0;0;0;0;0;0
MHL;Marshall Islands;1970;0;0;0;0;0;0;0;0
MHL;Marshall Islands;1980;0;0;0;0;0;0;0;0
MHL;Marshall Islands;1990;0;0;0;0;0;0;0;0
MHL;Marshall Islands;2000;0;0;0;0;0;0;0;0
MHL;Marshall Islands;2010;0;0;0;0;0;0;0;0
MHL;Marshall Islands;2020;0;0;0;0;0;0;0;0
MTQ;Martinique;1950;0;0;0;0;0;0;0;0
MTQ;Martinique;1960;0;0;0;0;2,5;0;0;0
MTQ;Martinique;1970;0;0;0;0;4,5;0;0;0
MTQ;Martinique;1980;0;0;0;0;0;0;0;0
MTQ;Martinique;1990;0;0;0;0;1;0;0;0
MTQ;Martinique;2000;0;0,1;0;0;0,1;0;0;0
MTQ;Martinique;2010;0;0;0;0;0,1;0;0;0
MTQ;Martinique;2020;0;0;0;0;0;0;0;0
MRT;Mauritania;1950;0;0;0;0;0;0;0;0
MRT;Mauritania;1960;0;0;0;0;0;0;0;0
MRT;Mauritania;1970;0;0;0;0;0;0;0;0
MRT;Mauritania;1980;0;0;0;0;0;0;0;0
MRT;Mauritania;1990;0;0;0;0;0,5;0;0;0
MRT;Mauritania;2000;0;0;0;4,5;0;0;0;0
MRT;Mauritania;2010;0;0;0;1,1;1,8;0;0;0
MRT;Mauritania;2020;0;0;0;7,6666665;0;0;0;0
MUS;Mauritius;1950;0;0;0;0;0;0;0;0
MUS;Mauritius;1960;0;0;0;0;4,2;0;0;0
MUS;Mauritius;1970;0;0;0;0;1,6;0;0;0
MUS;Mauritius;1980;0;0;0;0;0,2;0;0;0
MUS;Mauritius;1990;0;0;0;0;0,5;0;0;0
MUS;Mauritius;2000;0;0;0;0;0,5;0;0;0
MUS;Mauritius;2010;0;0;0;1,1;0;0;0;0
MUS;Mauritius;2020;0;0;0;0;0,33333334;0;0;0
MEX;Mexico;1950;0;18,5;0;214;181;10;0;0
MEX;Mexico;1960;0;7,8;0;2,7;61,9;1,8;0;9
MEX;Mexico;1970;0;57;0;20,8;78,9;0;0;0
MEX;Mexico;1980;0;959,4;10;20,5;89,2;5;0;2,3
MEX;Mexico;1990;0;11,1;2;121,9;78,4;2,4;5;91,6
MEX;Mexico;2000;0;2,9;0;34,4;14,4;6,9;0;15,6
MEX;Mexico;2010;0;47,6;0;21,5;49,4;7,1;0;0,3
MEX;Mexico;2020;0;6;0;24,333334;39,333332;0;0;0
FSM;Micronesia (country);1950;0;0;0;0;0;0;0;0
FSM;Micronesia (country);1960;0;0;0;0;0;0;0;0
FSM;Micronesia (country);1970;0;0;0;0;0;0;0;0
FSM;Micronesia (country);1980;0;0;0;0;0,5;0;0;0
FSM;Micronesia (country);1990;0;0;0;0;0;0;0;0
FSM;Micronesia (country);2000;0;0;0;0;4,8;0;0;0
FSM;Micronesia (country);2010;0;0;0;0;0,5;0;0;0
FSM;Micronesia (country);2020;0;0;0;0;0;0;0;0
MDA;Moldova;1950;0;0;0;0;0;0;0;0
MDA;Moldova;1960;0;0;0;0;0;0;0;0
MDA;Moldova;1970;0;0;0;0;0;0;0;0
MDA;Moldova;1980;0;0;0;0;0;0;0;0
MDA;Moldova;1990;0;0;0;5,6;0,3;0;0;0
MDA;Moldova;2000;0,2;0;0;0,4;0;0;0;1,3
MDA;Moldova;2010;0;0;0;0,1;0;0;0;1
MDA;Moldova;2020;0;0;0;0;0;0;0;0
MNG;Mongolia;1950;0;120;0;0;0;0;0;0
MNG;Mongolia;1960;0;0;0;5,7;0;0;0;0
MNG;Mongolia;1970;0;0;0;0;0;0;0;0
MNG;Mongolia;1980;0;0;0;0;0;0;0;0
MNG;Mongolia;1990;0;0;0;4,6;4,9;0;2,5;0
MNG;Mongolia;2000;0;0;0;4,1;9,4;0;0;0,5
MNG;Mongolia;2010;0;0;0;1,2;0;1,7;0;0
MNG;Mongolia;2020;0;0;0;3,3333333;4;0;0;0
MNE;Montenegro;1950;0;0;0;0;0;0;0;0
MNE;Montenegro;1960;0;0;0;0;0;0;0;0
MNE;Montenegro;1970;0;0;0;0;0;0;0;0
MNE;Montenegro;1980;0;0;0;0;0;0;0;0
MNE;Montenegro;1990;0;0;0;0;0;0;0;0
MNE;Montenegro;2000;0;0;0;0;0;0;0;0
MNE;Montenegro;2010;0;0;0;0;0;0;0;0,1
MNE;Montenegro;2020;0;0;0;0;0;0;0;0
MSR;Montserrat;1950;0;0;0;0;0;0;0;0
MSR;Montserrat;1960;0;0;0;0;0;0;0;0
MSR;Montserrat;1970;0;0;0;0;0;0;0;0
MSR;Montserrat;1980;0;0;0;0;1,1;0;0;0
MSR;Montserrat;1990;0;0;3,2;0;0;0;0;0
MSR;Montserrat;2000;0;0;0;0;0;0;0;0
MSR;Montserrat;2010;0;0;0;0;0;0;0;0
MSR;Montserrat;2020;0;0;0;0;0;0;0;0
MAR;Morocco;1950;0;0;0;16,1;0;0;0;0
MAR;Morocco;1960;0;1201,1;0;32;0;0;0;0
MAR;Morocco;1970;0;0;0;3,7;0;0;0;0
MAR;Morocco;1980;0;0;0;0;0;0,1;0;0
MAR;Morocco;1990;0;0;0;87,6;1,4;0;0;0
MAR;Morocco;2000;0;62,8;0;22,1;0,1;0;0;0
MAR;Morocco;2010;0;0;0;7,7;4,9;1,5;0;0
MAR;Morocco;2020;0;0;0;8;0;0;0;0
MOZ;Mozambique;1950;0;0;0;0;10,7;0;0;0
MOZ;Mozambique;1960;0;0;0;0;0;0;0;0
MOZ;Mozambique;1970;0;0;0;84,1;0,7;0;0;0
MOZ;Mozambique;1980;10005;0;0;1;20,9;0;0;0
MOZ;Mozambique;1990;0;0;0;5,8;25,1;8,7;0;0
MOZ;Mozambique;2000;1,8;0,4;0;101,2;6,5;0;4,9;0
MOZ;Mozambique;2010;0;0;0;44,7;71,2;1,7;0;0
MOZ;Mozambique;2020;0;0;0;8;42;0;0;0
MMR;Myanmar;1950;0;0;0;0;0;0;0;0
MMR;Myanmar;1960;0;0;0;3,4;144,8;0;0;0
MMR;Myanmar;1970;0;0;0;9,3;20;0;0;0
MMR;Myanmar;1980;0;0;0;0;1,1;0;0,8;0
MMR;Myanmar;1990;0;0;0;16,9;1,7;0;0;0
MMR;Myanmar;2000;0;7,1;0;10,2;13863,6;4,1;0;0
MMR;Myanmar;2010;0;11,6;0;50,4;8;19,2;0;0
MMR;Myanmar;2020;0;0;0;0;0;58;0;0
NAM;Namibia;1950;0;0;0;0;0;0;0;0
NAM;Namibia;1960;0;0;0;0;0;0;0;0
NAM;Namibia;1970;0;0;0;0;0;0;0;0
NAM;Namibia;1980;0;0;0;0;0;0;0;0
NAM;Namibia;1990;0;0;0;0;0;0;0;0
NAM;Namibia;2000;0;0;0;14,8;0;0;0;0
NAM;Namibia;2010;0;0;0;11,6;0;0;0;0
NAM;Namibia;2020;0;0;0;0;0;0;0;0
NPL;Nepal;1950;0;0;0;6;0;0;0;0
NPL;Nepal;1960;0;8;0;27,6;0;0;0;0
NPL;Nepal;1970;0;0;0;48;0;40,1;0;0
NPL;Nepal;1980;0;80,9;0;151,1;7,1;17,6;0;0
NPL;Nepal;1990;0;0;0;253,7;2,6;22,8;8,8;0
NPL;Nepal;2000;0;0;0;106,5;0;80,1;0;12,6
NPL;Nepal;2010;0;897,6;0;132,3;11,1;28,8;1,1;14,1
NPL;Nepal;2020;0;2;0;282;7;0;0;0
NLD;Netherlands;1950;0;0;0;200;0;0;0;0
NLD;Netherlands;1960;0;0;0;0;0;0;0;0
NLD;Netherlands;1970;0;0;0;0;0;0;0;0
NLD;Netherlands;1980;0;0;0;0;0;0;0;0
NLD;Netherlands;1990;0;0;0;0,1;2,3;0;0;0
NLD;Netherlands;2000;0;0;0;0;1,1;0;0;196,5
NLD;Netherlands;2010;0;0;0;0;0,5;0;0;40,1
NLD;Netherlands;2020;0;0;0;0;1,3333334;0;0;133,33333
NCL;New Caledonia;1950;0;0;0;0;0,4;0;0;0
NCL;New Caledonia;1960;0;0;0;0;0;0;0;0
NCL;New Caledonia;1970;0;0;0;0;0,3;0;0;0
NCL;New Caledonia;1980;0;0;0;0;0,4;0;0;0
NCL;New Caledonia;1990;0;0;0;0;0;0;0;0
NCL;New Caledonia;2000;0;0;0;0;0,2;0;0;0
NCL;New Caledonia;2010;0;0;0;0;0;0;0;0
NCL;New Caledonia;2020;0;0;0;0;0;0;0;0
NZL;New Zealand;1950;0;0;15;0;0;0;0;0
NZL;New Zealand;1960;0;0,3;0;0;5;0;0;0
NZL;New Zealand;1970;0;0;0;0;0;0;0;0
NZL;New Zealand;1980;0;0,1;0;0,6;0,6;0;0;0
NZL;New Zealand;1990;0;0;0;0;0,4;0;0;0
NZL;New Zealand;2000;0;0;0;0,4;0,2;0;0;0
NZL;New Zealand;2010;0;18,4;2,1;0,1;0,3;0;0;0
NZL;New Zealand;2020;0;0;0;0;0,33333334;0;0;0
NIC;Nicaragua;1950;0;50;0;0;0;0;0;0
NIC;Nicaragua;1960;0;0;0;32,5;0;0;0;0
NIC;Nicaragua;1970;0;1000;0;1,6;3,5;0;0;0
NIC;Nicaragua;1980;0;0;0;0;20,1;0;0;0
NIC;Nicaragua;1990;0;17,9;0,1;1,5;345,1;0;0;0
NIC;Nicaragua;2000;0;0,7;0;2,7;21,7;2,9;0;0
NIC;Nicaragua;2010;0;0,2;0;13,2;2;0;0;0
NIC;Nicaragua;2020;0;0;0;0;8,333333;0;0;0
NER;Niger;1950;0;0;0;0;0;0;0;0
NER;Niger;1960;0;0;0;0;0;0;0;0
NER;Niger;1970;0;0;0;0;0;0;0;0
NER;Niger;1980;0;0;0;2;0;0;0;0
NER;Niger;1990;0;0;0;7,4;0;0;0;0
NER;Niger;2000;0;0;0;3,4;0,4;0;0;0
NER;Niger;2010;0;0;0;42,8;0;0;0;0
NER;Niger;2020;0;0;0;113,333336;0;0;0;0
NGA;Nigeria;1950;0;0;0;0;0;0;0;0
NGA;Nigeria;1960;0;0;0;0;0;0;0;0
NGA;Nigeria;1970;0;0;0;0;10;0;0;0
NGA;Nigeria;1980;0;0;0;13;0;0;0;0
NGA;Nigeria;1990;0;0;0;13,4;10;0;0;1,8
NGA;Nigeria;2000;0;0;0;53,6;0;3,2;0;6
NGA;Nigeria;2010;0;0;0;102,6;5,4;0;0;0
NGA;Nigeria;2020;0;0;0;265,33334;2,3333333;0;0;0
NIU;Niue;1950;0;0;0;0;0;0;0;0
NIU;Niue;1960;0;0;0;0;0;0;0;0
NIU;Niue;1970;0;0;0;0;0;0;0;0
NIU;Niue;1980;0;0;0;0;0;0;0;0
NIU;Niue;1990;0;0;0;0;0;0;0;0
NIU;Niue;2000;0;0;0;0;0,1;0;0;0
NIU;Niue;2010;0;0;0;0;0;0;0;0
NIU;Niue;2020;0;0;0;0;0;0;0;0
PRK;North Korea;1950;0;0;0;0;0;0;0;17,6
PRK;North Korea;1960;0;0;0;0;0;0;0;50,2
PRK;North Korea;1970;0;0;0;0;0;0;0;3,2
PRK;North Korea;1980;0;0;0;31,5;0;0;0;168,3
PRK;North Korea;1990;0;0;0;27,6;0,6;0;0;207,2
PRK;North Korea;2000;0;0;0;122,9;4,9;0;0;55
PRK;North Korea;2010;0;0;0;93,6;18;0;0;26,8
PRK;North Korea;2020;0;0;0;7,3333335;0;0;0;348
MKD;North Macedonia;1950;0;0;0;0;0;0;0;0
MKD;North Macedonia;1960;0;0;0;0;0;0;0;0
MKD;North Macedonia;1970;0;0;0;0;0;0;0;0
MKD;North Macedonia;1980;0;0;0;0;0;0;0;0
MKD;North Macedonia;1990;0;0;0;0;0;0;0;0
MKD;North Macedonia;2000;0;0;0;0,2;0,1;0;0,1;3
MKD;North Macedonia;2010;0;0;0;3;0;0;0;0,4
MKD;North Macedonia;2020;0;0;0;0;0;0;0,33333334;0
MNP;Northern Mariana Islands;1950;0;0;0;0;0;0;0;0
MNP;Northern Mariana Islands;1960;0;0;0;0;0;0;0;0
MNP;Northern Mariana Islands;1970;0;0;0;0;0;0;0;0
MNP;Northern Mariana Islands;1980;0;0;0;0;0;0;0;0
MNP;Northern Mariana Islands;1990;0;0;0;0;0;0;0;0
MNP;Northern Mariana Islands;2000;0;0;0;0;0,3;0;0;0
MNP;Northern Mariana Islands;2010;0;0;0;0;0,2;0;0;0
MNP;Northern Mariana Islands;2020;0;0;0;0;0;0;0;0
NOR;Norway;1950;0;0;0;0;0;0;0;0
NOR;Norway;1960;0;0;0;0;0;0;0;0
NOR;Norway;1970;0;0;0;0;0;0;0;0
NOR;Norway;1980;0;0;0;0;0;0;0;0
NOR;Norway;1990;0;0;0;0,1;0;0;0;0
NOR;Norway;2000;0;0;0;0;0;0;0;0
NOR;Norway;2010;0;0;0;0;0,4;0,1;0;0
NOR;Norway;2020;0;0;0;0;0;3,3333333;0;0
OMN;Oman;1950;0;0;0;0;0;0;0;0
OMN;Oman;1960;0;0;0;0;0;0;0;0
OMN;Oman;1970;0;0;0;0;10,7;0;0;0
OMN;Oman;1980;0;0;0;0;2,6;0;0;0
OMN;Oman;1990;0;0;0;0;0;0;0;0
OMN;Oman;2000;0;0;0;0;11,3;0;0;0
OMN;Oman;2010;0;0;0;1,1;3,6;0;0;0
OMN;Oman;2020;0;0;0;1;6,6666665;0;0;0
PAK;Pakistan;1950;0;1,2;0;369,1;0;4,8;0;11,1
PAK;Pakistan;1960;0;0;0;3,2;1045;0;0;0
PAK;Pakistan;1970;0;480;0;206,6;0;0;0;8,4
PAK;Pakistan;1980;0;26,5;0;51,9;12,1;9,5;0;0
PAK;Pakistan;1990;14,3;41,3;0;418;95,6;19,5;0;68,4
PAK;Pakistan;2000;0;7357,9;0;226,5;36,9;23,9;0;52,7
PAK;Pakistan;2010;7,7;79,2;0;484,5;13,8;21,2;0;154,8
PAK;Pakistan;2020;0;21,333334;0;819;50,666668;5,3333335;1,3333334;0
PLW;Palau;1950;0;0;0;0;0;0;0;0
PLW;Palau;1960;0;0;0;0;0;0;0;0
PLW;Palau;1970;0;0;0;0;0;0;0;0
PLW;Palau;1980;0;0;0;0;0;0;0;0
PLW;Palau;1990;0;0;0;0;0;0;0;0
PLW;Palau;2000;0;0;0;0;0;0;0;0
PLW;Palau;2010;0;0;0;0;0;0;0;0
PLW;Palau;2020;0;0;0;0;0;0;0;0
PSE;Palestine;1950;0;0;0;0;0;0;0;0
PSE;Palestine;1960;0;0;0;0;0;0;0;0
PSE;Palestine;1970;0;0;0;0;0;0;0;0
PSE;Palestine;1980;0;0;0;0;0;0;0;0
PSE;Palestine;1990;0;0;0;0;0;0;0;0
PSE;Palestine;2000;0;0;0;0;0;0;0;0
PSE;Palestine;2010;0;0;0;0,5;0,5;0;0;0
PSE;Palestine;2020;0;0;0;0;0;0;0;2,3333333
PAN;Panama;1950;0;0;0;0;0;0;0;0
PAN;Panama;1960;0;0;0;2;0,1;0;0;0
PAN;Panama;1970;0;0;0;7,4;0;0;0;0
PAN;Panama;1980;0;0;0;0,3;3;0;0;0
PAN;Panama;1990;0;3;0;1,4;1,5;0;0;0
PAN;Panama;2000;0;0,2;0;6,6;0;0;0;0
PAN;Panama;2010;0;0;0;3;1,4;0;0;0
PAN;Panama;2020;0;0;0;4;27,666666;0;0;0
PNG;Papua New Guinea;1950;0;300;300;0;0;0;0;0
PNG;Papua New Guinea;1960;0;0;0;0;0;0;0;0
PNG;Papua New Guinea;1970;0;1,5;0;0;0;11,3;0;0
PNG;Papua New Guinea;1980;0;1,1;0;5,6;0;0;0;0
PNG;Papua New Guinea;1990;6;223,5;0,9;0,2;4,7;23,8;0;0
PNG;Papua New Guinea;2000;0;0,8;0;0,2;17,2;8,3;0;0
PNG;Papua New Guinea;2010;2,4;18,1;0;0,7;0;7;0;0
PNG;Papua New Guinea;2020;0;2,3333333;0;6,3333335;0;7,6666665;0;0
PRY;Paraguay;1950;0;0;0;0;0;0;0;0
PRY;Paraguay;1960;0;0;0;0,6;0;0;0;0
PRY;Paraguay;1970;0;0;0;0;0;0;0;0
PRY;Paraguay;1980;0;0;0;7,6;0;0;0;0
PRY;Paraguay;1990;1,2;0;0;5,5;3,3;0;0;0
PRY;Paraguay;2000;0,4;0;0;0;0;0;0,8;0,8
PRY;Paraguay;2010;0;0;0;5,2;0,7;0;0;1,2
PRY;Paraguay;2020;0;0;0;3,3333333;0;0;0;0
PER;Peru;1950;0;12;0;0;0;13;0;0
PER;Peru;1960;0;34,4;0;8,5;6;4,1;0;0
PER;Peru;1970;0;6694,8;0;27,6;0;141;0;0
PER;Peru;1980;0;5,4;0;78,3;0;123,8;0;1,7
PER;Peru;1990;0;29,2;0;30;51,8;43,8;0;2,5
PER;Peru;2000;0;74,9;0;29,7;5,9;18,7;0;77
PER;Peru;2010;0;1,8;0;48,7;1,6;10,5;0;120,8
PER;Peru;2020;0;0;0,6666667;13;0;8,333333;0;0
PHL;Philippines;1950;0;41,3;58,4;0;221,7;0;0;0
PHL;Philippines;1960;0;30,3;35,8;2,9;168,8;4;0;0
PHL;Philippines;1970;0;602,9;0;84,5;624,1;2,2;0;0
PHL;Philippines;1980;0;2,1;0;52,5;720,3;35,3;0;0
PHL;Philippines;1990;0,8;250,4;71,9;109,8;971,7;19,3;0,2;0
PHL;Philippines;2000;0;1,5;0;48,9;713;172,7;0;0
PHL;Philippines;2010;0;45,1;0;68,2;1255;10,6;0;0
PHL;Philippines;2020;0;3,6666667;0,33333334;2,6666667;407;5;0;0
POL;Poland;1950;0;0;0;0;0;0;0;0
POL;Poland;1960;0;0;0;0;0;0;0;0
POL;Poland;1970;0;0;0;0;0;0;0;0
POL;Poland;1980;0;0;0;0;0;0;0;0
POL;Poland;1990;0;0;0;6,4;0,4;0;3,5;26,8
POL;Poland;2000;0;0;0;3;3,8;0;0;110,8
POL;Poland;2010;0;0;0;2,1;1,6;0;0;70,9
POL;Poland;2020;0;0;0;0;4,6666665;0;0;0
PRT;Portugal;1950;0;0;0;0;0;0;0;0
PRT;Portugal;1960;0;0,2;0;46,2;0;0;2,5;0
PRT;Portugal;1970;0;0;0;2,3;1,1;0;0;0
PRT;Portugal;1980;0;6,9;0;4,9;0;0;2,9;0
PRT;Portugal;1990;0;1;0;1;2,9;2,9;0;0
PRT;Portugal;2000;0;0;0;0,9;0,4;0;3,1;319,9
PRT;Portugal;2010;0;0;0;4,4;0,9;0;12,2;0
PRT;Portugal;2020;0;0;0;0;0;0;1;0
PRI;Puerto Rico;1950;0;0;0;0;0;0;0;0
PRI;Puerto Rico;1960;0;0;0;0;0;0;0;0
PRI;Puerto Rico;1970;0;0;0;6;2,9;0;0;0
PRI;Puerto Rico;1980;0;0;0;50;0;12,6;0;0
PRI;Puerto Rico;1990;0;0;0;1,8;2;0;0;0
PRI;Puerto Rico;2000;0;0;0;0,4;0,3;0;0;0
PRI;Puerto Rico;2010;0;0;0;0,1;6,7;0;0;0
PRI;Puerto Rico;2020;0;1,3333334;0;0;8,666667;0;0;0
QAT;Qatar;1950;0;0;0;0;0;0;0;0
QAT;Qatar;1960;0;0;0;0;0;0;0;0
QAT;Qatar;1970;0;0;0;0;0;0;0;0
QAT;Qatar;1980;0;0;0;0;0;0;0;0
QAT;Qatar;1990;0;0;0;0;0;0;0;0
QAT;Qatar;2000;0;0;0;0;0;0;0;0
QAT;Qatar;2010;0;0;0;0;0;0;0;0
QAT;Qatar;2020;0;0;0;0;0;0;0;0
REU;Reunion;1950;0;0;0;0;0;0;0;0
REU;Reunion;1960;0;0;0;0;0;0;0;0
REU;Reunion;1970;0;0;0;0;0;0;0;0
REU;Reunion;1980;0;0;0;0;4,5;1;0;0
REU;Reunion;1990;0;0;0;0;1,4;0;0;0
REU;Reunion;2000;0;0;0;0;0,4;0;0;0
REU;Reunion;2010;0;0;0;0;0,1;0;0;0
REU;Reunion;2020;0;0;0;0;0;0;0;0
ROU;Romania;1950;0;0;0;0;0;0;0;0
ROU;Romania;1960;0;0;0;0;0;0;0;0
ROU;Romania;1970;0;164,1;0;27,5;0;0;0;0
ROU;Romania;1980;0;0;0;0;0;0;0;0
ROU;Romania;1990;0;0,9;0;19,7;1,5;0;0;9,6
ROU;Romania;2000;0;0;0;19,6;2,9;0;0;28,2
ROU;Romania;2010;0;0;0;4,7;0,9;0;0;15,3
ROU;Romania;2020;0;0;0;1,3333334;0;0;0;0
RUS;Russia;1950;0;0;0;0;0;0;0;0
RUS;Russia;1960;0;0;0;0;0;0;0;0
RUS;Russia;1970;0;0;0;0;0;0;0;0
RUS;Russia;1980;0;0;0;0;0;0;0;0
RUS;Russia;1990;0;200,1;0;20,4;17,7;31,6;6,7;56,4
RUS;Russia;2000;0;1,8;0;28;3,4;15,8;0,9;135,6
RUS;Russia;2010;0;0;0;28,2;1,7;0;9,3;5599,4
RUS;Russia;2020;0;0;0;3;2;2;5,3333335;0
RWA;Rwanda;1950;0;0;0;0;0;0;0;0
RWA;Rwanda;1960;0;0;0;0;0;0;0;0
RWA;Rwanda;1970;0;0;0;0;0;0;0;0
RWA;Rwanda;1980;23,7;0;0;4,8;0;0;0;0
RWA;Rwanda;1990;0;0;0;0;0;0;0;0
RWA;Rwanda;2000;0;8,1;0;11,1;0;2,4;0;0
RWA;Rwanda;2010;0;0;0;17,4;0,3;8,9;0;0
RWA;Rwanda;2020;0;0;0;45,666668;0;0;0;0
BLM;Saint Barthelemy;1950;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;1960;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;1970;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;1980;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;1990;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;2000;0;0;0;0;0;0;0;0
BLM;Saint Barthelemy;2010;0;0;0;0;0,4;0;0;0
BLM;Saint Barthelemy;2020;0;0;0;0;0;0;0;0
SHN;Saint Helena;1950;0;0;0;0;0;0;0;0
SHN;Saint Helena;1960;0;0;0;0;0;0;0;0
SHN;Saint Helena;1970;0;0;0;0;0;0;0;0
SHN;Saint Helena;1980;0;0;0;0;0;0;0;0
SHN;Saint Helena;1990;0;0;0;0;0;0;0;0
SHN;Saint Helena;2000;0;0;0;0;0;0;0;0
SHN;Saint Helena;2010;0;0;0;0;0;0;0;0
SHN;Saint Helena;2020;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;1950;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;1960;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;1970;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;1980;0;0;0;0;0,1;0;0;0
KNA;Saint Kitts and Nevis;1990;0;0;0;0;0,5;0;0;0
KNA;Saint Kitts and Nevis;2000;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;2010;0;0;0;0;0;0;0;0
KNA;Saint Kitts and Nevis;2020;0;0;0;0;0;0;0;0
LCA;Saint Lucia;1950;0;0;0;0;0;0;0;0
LCA;Saint Lucia;1960;0;0;0;0;1;0;0;0
LCA;Saint Lucia;1970;0;0;0;0;0;0;0;0
LCA;Saint Lucia;1980;0;0;0;0;0,9;0;0;0
LCA;Saint Lucia;1990;0;0;0;0;0,4;0;0;0
LCA;Saint Lucia;2000;0;0;0;0;0,1;0;0;0
LCA;Saint Lucia;2010;0;0;0;0,6;1,4;0;0;0
LCA;Saint Lucia;2020;0;0;0;0;0,33333334;0;0;0
MAF;Saint Martin (French part);1950;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);1960;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);1970;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);1980;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);1990;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);2000;0;0;0;0;0;0;0;0
MAF;Saint Martin (French part);2010;0;0;0;0;1,2;0;0;0
MAF;Saint Martin (French part);2020;0;0;0;0;0;0;0;0
VCT;Saint Vincent and the Grenadines;1950;0;0;0;0;12,2;0;0;0
VCT;Saint Vincent and the Grenadines;1960;0;0;0;0;0,2;0;0;0
VCT;Saint Vincent and the Grenadines;1970;0;0;0,2;0;0;0;0;0
VCT;Saint Vincent and the Grenadines;1980;0;0;0;0;0;0;0;0
VCT;Saint Vincent and the Grenadines;1990;0;0;0;0,3;0;0;0;0
VCT;Saint Vincent and the Grenadines;2000;0;0;0;0;0,4;0;0;0
VCT;Saint Vincent and the Grenadines;2010;0;0;0;1,2;0,1;0;0;0
VCT;Saint Vincent and the Grenadines;2020;0;0;0;0;0;0;0;0
WSM;Samoa;1950;0;0;0;0;0;0;0;0
WSM;Samoa;1960;0;0;0;0;26;0;0;0
WSM;Samoa;1970;0;0;0;0;0;0;0;0
WSM;Samoa;1980;0;0;0;0;0;0;0;0
WSM;Samoa;1990;0;0;0;0;2,1;0;0;0
WSM;Samoa;2000;0;14,8;0;0;1;0;0;0
WSM;Samoa;2010;0;0;0;0;1,2;0;0;0
WSM;Samoa;2020;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;1950;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;1960;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;1970;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;1980;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;1990;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;2000;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;2010;0;0;0;0;0;0;0;0
STP;Sao Tome and Principe;2020;0;0;0;2,6666667;0;0;0;0
SAU;Saudi Arabia;1950;0;0;0;0;0;0;0;0
SAU;Saudi Arabia;1960;0;0;0;2;0;0;0;0
SAU;Saudi Arabia;1970;0;0;0;0;0;0;0;0
SAU;Saudi Arabia;1980;0;0;0;3,2;0;0;0;0
SAU;Saudi Arabia;1990;0;0;0;0;0;0;0;0
SAU;Saudi Arabia;2000;0;0;0;26;0;0;0;0
SAU;Saudi Arabia;2010;0;0;0;16,1;0,3;0;0;0
